user,Followers,Followees,mediacount,Likes,Comments,Distance,place,Caption,langue,Title,URL,Date,Liste des Likes,Liste des Commentaires,Tagged users,Sponsorisée,The Posts sponsors,Number of sponsors,Video viewers,Engagement Rate
aymantounsi,5270,2246,49,149,2,Off Zone,Hôtel Borj Dhiafa,Ambiance toujours garantie 👌❤️🎻,fr,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/225683225_194730129197262_4261365392223502286_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=fkWKzGj5ycUAX8DNN6z&tn=giKUqI6UUgsc8J8q&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT_guLBj2jmEY8f2gJfPrv5kF3QpP8mrjBhIap4qdlhJrQ&oe=62EA1995&_nc_sid=4f375e,2021-07-28 20:54:53+01:00,<generator object Post.get_likes at 0x000001F78E137290>,<instaloader.nodeiterator.NodeIterator object at 0x000001F78E1761D0>,[],False,[],0,5810.0,2.8273244781783684
aymantounsi,5270,2246,49,180,0,Off Zone,"Mahdia, Tunisia",CRAZY Vibes at @tiki_beach_bar_ 🏖️😝❤️,id,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/207548419_458110095264381_391305453681796811_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=4RqT4SoT-t0AX_o-Z5M&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjYwNDkwNjYxODIwMjQ0MTczNg%3D%3D.2-ccb7-5&oh=00_AT9e9EFQI6SUrM6IIbd8GHxlB6iWTCSiWBmgJvLPPWJgfQ&oe=62EDA12E&_nc_sid=30a2ef,2021-06-27 00:11:29+01:00,<generator object Post.get_likes at 0x000001F78E136730>,[],[],False,[],0,,3.415559772296015
aymantounsi,5270,2246,49,723,4,Nul,,"Beach Wedding ❤️💍

🔖Book now and live your dream wedding with the magic of the Violin 🎻❤️",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/194827195_4316594035059894_1220829435310045590_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=2F1A-6QCKTAAX89rKxg&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT9XdgWUYvUFXfqmEBlgAFuAFB929h0vBKCE9_jJ44vVzQ&oe=62E9FDDF&_nc_sid=4f375e,2021-06-02 20:26:19+01:00,<generator object Post.get_likes at 0x000001F78E136650>,<instaloader.nodeiterator.NodeIterator object at 0x000001F78E0A4AF0>,[],False,[],0,42620.0,13.719165085388992
aymantounsi,5270,2246,49,254,4,Off Zone,Chaffar Beach (sfax),"The more difficult the victory, the greater the happiness in winning ❤️

Living the dream 🎻❤️

Decoration by @eline_dec0 
📸 by @faty_rk",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/194693382_1637400986649890_4549390423972890260_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=QoPAso8OGbAAX85OsAa&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjU4NTk1ODQxNjI0MTcwMjAxMg%3D%3D.2-ccb7-5&oh=00_AT_xgXk7ndfqr8afSqDgfKUI9WHEJ_bkn4KDXbkB9PqxIg&oe=62EE2FB9&_nc_sid=30a2ef,2021-05-31 20:44:47+01:00,<generator object Post.get_likes at 0x000001F78E134190>,<instaloader.nodeiterator.NodeIterator object at 0x000001F78E175390>,[],False,[],0,,4.819734345351043
aymantounsi,5270,2246,49,130,0,Nul,,"Where words fail, violin speaks❤️",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/154878090_703215073686296_4825225151325049265_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=MVssfr9OSVIAX-n_MKm&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjUyMDA0OTAwODI4NzAzNTExMg%3D%3D.2-ccb7-5&oh=00_AT97kKN8Ay1lgEhYhr4AoauuDygLLwcjAAW6DEF9IkT-5A&oe=62EE0CAF&_nc_sid=30a2ef,2021-03-01 22:14:33+01:00,<generator object Post.get_likes at 0x000001F78E134040>,[],[],False,[],0,,2.4667931688804554
aymantounsi,5270,2246,49,159,7,Nul,,"Les jours passent mais ça ne compte pas💔 J'ai tant de mal à vivre.. ivre 🌑

À fleur de toi - Vitaa 🎻",fr,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/143092018_243046920762639_6864519494046188321_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=e4MQpJMCClwAX-majns&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT-_KkqGr-j-SSX6v37n9NqJWGfuaXuLYmGU0NKM7jrqAQ&oe=62EA239F&_nc_sid=4f375e,2021-01-28 21:05:28+01:00,<generator object Post.get_likes at 0x000001F78E135F50>,<instaloader.nodeiterator.NodeIterator object at 0x000001F78E0A64A0>,[],False,[],0,1427.0,3.01707779886148
aymantounsi,5270,2246,49,1749,12,Nul,,"Rayda - رايدة Violin Cover 🎻❤️

From my latest Mashup Moghram & Rayda💕

Full Music Video on Youtube🎦

#violin #violincover #tunisianviolin #rayda #mortadha #mortadhaftiti #raydacover #violoniste #musicien #music #musician #violinist #arabviolin #tunisia #tunisianmusic #musicvideo",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/127957371_132024985112465_8210954294143569591_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=vSRcC_CkAKUAX9x301f&tn=giKUqI6UUgsc8J8q&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT-1HA6AT8upJAl93A9Z6MX_cr8SvofavEQMn1piVewK9Q&oe=62EA1364&_nc_sid=4f375e,2020-11-26 21:25:20+01:00,<generator object Post.get_likes at 0x000001F78E136FF0>,<instaloader.nodeiterator.NodeIterator object at 0x000001F788B59BD0>,[],False,[],0,41942.0,33.18785578747628
aymantounsi,5270,2246,49,332,12,Nul,,"Moghram & Rayda - Mashup Violin Cover (Official Music Video)🎻❤️

Youtube link in bio for the FULL version⬆️

Don't forget to share, like & Subscribe for more❤️

Directed by @magazina.tn_ 
Sponsored by @sportissimo_sfax 

Special thanks to @mays_ak_

#violin #violincover #arabicmusic #mashup #moghram #rayda #mortadha #music #musician #violinist #piano #love #romantics",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/126431039_126070862636865_123927100789413274_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=IIeoHd6O0gQAX-KL8MD&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT8tFkmknuBwASgJ3au_L6DZF9T6vSCUjooD_sONkzTf4g&oe=62EA0BDD&_nc_sid=4f375e,2020-11-21 22:16:38+01:00,<generator object Post.get_likes at 0x000001F78E1362D0>,<instaloader.nodeiterator.NodeIterator object at 0x000001F78E1768C0>,[],True,[<Profile sportissimo_sfax (25145560107)>],1,,6.299810246679318
aymantounsi,5270,2246,49,207,1,Off Zone,Hôtel Al Rachid - Resto lounge First,"You’ll find that life is still worthwhile, if you just smile🥰❤️

Chilling with the Princess🎻❤️",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/119120685_1381381745398348_2793039003296371005_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=83cX9nsx2RMAX-Tkc-0&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT8AvfEM2oB1XN_ELY7t1D3Nk3LuWvFksyzLG38uY3pIlg&oe=62EDAEF8&_nc_sid=4f375e,2020-09-10 20:44:08+01:00,<generator object Post.get_likes at 0x000001F78E137F40>,<instaloader.nodeiterator.NodeIterator object at 0x000001F788B54F40>,[],False,[],0,,3.9278937381404173
aymantounsi,5270,2246,49,220,6,Nul,,"Fly Me To The Moon - Frank Sinatra 🎻❤ Enjoy, Like & Share😍

#violin #violincover #music #jazzmusic #americanjazz #franksinatra #flymetothemooncover #flymetothemoon #musician #musicians #musicianlife #violon #violoniste #jazzviolin #jazz #jazzsong #jazzsongs #share #feelings #love #romance #romancesong #romancemusic #lovemusic #jazzcover #coversong",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/94830933_160316512064002_7528125437664112720_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=WmMjLFh6QKYAX9mbLy4&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT85uKd466XAXBWaNaEz8JbB-EH5L2aWzLh-Xzs7_wP-2w&oe=62EA4045&_nc_sid=4f375e,2020-04-30 00:13:03+00:00,<generator object Post.get_likes at 0x000001F78E136AB0>,<instaloader.nodeiterator.NodeIterator object at 0x000001F788B57A90>,[],False,[],0,,4.174573055028463
aymantounsi,5270,2246,49,155,5,Nul,,"Btaaref Shou3our - Adham Nabulsi 🎻 بتعرف شعور - أدهم نابلسي 
Enjoy, Like & Share❤

Youtube link in bio😍

@adhamnabulsi

#violin #violincover #music #arabmusic #adham #adhamnabulsi #orientalmusic #btaarefshuur #musician #musicians #musicianlife #violon #violoniste #oriental #arabic #arabicsong #arabicsongs #share #feelings #love #romance",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/93773946_2867894473305530_4391585200522093707_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=CF_s95cFipUAX-g2lC3&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT-hIuVTmmCeI_rXG9JVZ7URoMM_Zd92KvyqnXKq7dPu9A&oe=62E9DB3A&_nc_sid=4f375e,2020-04-16 20:42:07+00:00,<generator object Post.get_likes at 0x000001F78E137300>,<instaloader.nodeiterator.NodeIterator object at 0x000001F78C033040>,['adhamnabulsi'],False,[],0,1404.0,2.941176470588235
aymantounsi,5270,2246,49,132,8,Nul,,"La Tehaja - Angham🎻
لا تهجى في كفوفي - أنغام 🎼 
Enjoy, Like & Share ❤😍 #violin #violincover #music #arabmusic #khaliji #khalijicover #khalijimusic #latehaja #musician #musicians #musicianlife #violon #violoniste #oriental #arabic #arabicsong #arabicsongs #share #feelings #love #romance",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/93412094_155069902651172_7342262269993086554_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=9na3beNUMWIAX8_brEe&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT-qTz5CdR5AhwiT2lnD4zpuP-81mIaA-g1eCcTUeaQOkQ&oe=62EA0B74&_nc_sid=4f375e,2020-04-14 21:22:36+00:00,<generator object Post.get_likes at 0x000001F78E137ED0>,<instaloader.nodeiterator.NodeIterator object at 0x000001F788B56950>,[],False,[],0,1040.0,2.504743833017078
aymantounsi,5270,2246,49,232,8,Nul,,"My Life Is Going On - Cecilia Krull ""La casa de papel"" ❤😍 Waiting for Season 4🔥

Use your headphones for a better sound quality🎧

Cajón: @skandar.abdelhedi

#StayHome #Lacasadepapel #violinist #violin #coversong #mylifeisgoingon #percussion #cajon #duet #music #musicianlife  #musician #violincover #violincajon #violincover #lacasadepapelcover #lcdp #lcdp4 #violon #violoniste #cajón #cajoncover #tunisian #tunisianmusic #tunisianmusician #duetcover #instrumental #instrumentals",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/91630568_288322345483765_5336119245953264276_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=CulKBCSZfKAAX9DHSy_&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT8t9Jm_zxsNuwVXEf02LF15flhIV7AHFR_dgPrPUVbhOQ&oe=62E9D5C8&_nc_sid=4f375e,2020-04-02 22:49:38+00:00,<generator object Post.get_likes at 0x000001F78E136C70>,<instaloader.nodeiterator.NodeIterator object at 0x000001F78E0A7D90>,['skandar.abdelhedi'],False,[],0,,4.402277039848197
aymantounsi,5270,2246,49,153,0,Off Zone,IHEC Sfax,"She already caught me, but everyday, she pulls me in deeper and deeper💕",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/84159238_1281479015391145_5605737830587023931_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=ZSOPehoy898AX8gCwyP&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjI1NjI4MDEwMDE4MjM1OTA2Mw%3D%3D.2-ccb7-5&oh=00_AT96AXJboX0q3ojkA_9f6O_5r1rd6d21NBu1CGe-FekacQ&oe=62EDF0D0&_nc_sid=30a2ef,2020-03-02 23:52:49+01:00,<generator object Post.get_likes at 0x000001F78E136A40>,[],[],False,[],0,,2.903225806451613
aymantounsi,5270,2246,49,377,13,Nul,,"Perfect by Ed Sheeran 
New Violin Cover❤

Check the link in my bio for the full version🎻

Enjoy it and don't forget to share it with your friends❤

#violin #violincover #perfect #perfectcover #edsheeran #music #musician",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/74611141_182011536255991_1853924109194567195_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=dq0pH1ufyP0AX8W0w5u&tn=giKUqI6UUgsc8J8q&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT9IvXXoPhZdmvyX6LpIfkf4fPxMzjHJ3w7SD-PEe-WarA&oe=62E9E46C&_nc_sid=4f375e,2019-12-21 21:15:05+01:00,<generator object Post.get_likes at 0x000001F78E134B30>,<instaloader.nodeiterator.NodeIterator object at 0x000001F788B575E0>,[],False,[],0,2399.0,7.15370018975332
aymantounsi,5270,2246,49,180,4,Nul,,We never get enough of falling in love and believing in love❤,en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/70712404_567408920738652_3426551823798504560_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=PwDWlO5QcksAX81PvyZ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT9QS0i6PzVbfD4EEHGDz0CtfGf38ex4GCXuSt3b3lEQSg&oe=62EE79ED&_nc_sid=4f375e,2019-11-24 23:48:12+01:00,<generator object Post.get_likes at 0x000001F78E135D90>,<instaloader.nodeiterator.NodeIterator object at 0x000001F78C033A90>,[],False,[],0,,3.415559772296015
aymantounsi,5270,2246,49,305,8,Nul,,"My first violin cover, Wasselik Khabar (Nassif Zeytoun) & Khelset Lehkaya (Adam) Mashup💕

I hope you like it ❤ The best is yet to come😍

Youtube link in Bio for the FULL Version!

#violin #violincover #arabicmusic #mashup #wasselik_khabar #khelsetelhekaya #nassifzeytoun #adam #music #musician #violinist #piano #love #romantics",en,,https://instagram.ftun14-1.fna.fbcdn.net/v/t51.2885-15/70302555_2220810641363509_909338355298563752_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.ftun14-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=_dECTBbsjr0AX_GcD_n&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AT_EosUpWpB9u1auB5MlFarsWFkY4Tvy_qT34xt2J7zASw&oe=62E9AF6B&_nc_sid=4f375e,2019-09-12 19:05:52+01:00,<generator object Post.get_likes at 0x000001F78E1368F0>,<instaloader.nodeiterator.NodeIterator object at 0x000001F78E1769B0>,[],False,[],0,,5.787476280834915
